file_name,shape,color,name,ndc11
2789.jpg, ROUND, WHITE,Donepezil hydrochloride 23 MG Oral Tablet,49884-0232-11
2790.jpg, ROUND, ORANGE,Doxycycline Monohydrate 150 MG Oral Tablet,49884-0236-11
2791.jpg, ROUND, WHITE,Minoxidil 10 MG Oral Tablet,49884-0257-01
2792.jpg, CAPSULE," WHITE, YELLOW",Fluoxetine 25 MG / olanzapine 3 MG Oral Capsule,49884-0277-11
2793.jpg, ROUND, WHITE,Megestrol Acetate 20 MG Oral Tablet,49884-0289-01
2794.jpg, ROUND, WHITE,Megestrol Acetate 40 MG Oral Tablet,49884-0290-01
2795.jpg, ROUND, WHITE,Risperidone 2 MG Disintegrating Oral Tablet,49884-0401-91
2796.jpg, ROUND, WHITE,Risperidone 4 MG Disintegrating Oral Tablet,49884-0403-91
2797.jpg, OVAL, WHITE,24 HR metoprolol succinate 25 MG Extended Release Oral Tablet,49884-0404-01
2798.jpg, ROUND, WHITE,24 HR metoprolol succinate 50 MG Extended Release Oral Tablet,49884-0405-01
2799.jpg, ROUND, WHITE,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet,49884-0406-01
2800.jpg, OVAL, WHITE,24 HR metoprolol succinate 200 MG Extended Release Oral Tablet,49884-0407-01
2801.jpg, OVAL, WHITE,Ursodiol 250 MG Oral Tablet,49884-0412-01
2802.jpg, OVAL, WHITE,Ursodiol 500 MG Oral Tablet,49884-0413-01
2803.jpg, CAPSULE," BLUE, WHITE",Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule,49884-0455-11
2804.jpg, ROUND, WHITE,Digoxin 0.25 MG Oral Tablet,49884-0494-01
2805.jpg, CAPSULE," GRAY, RED",Budesonide 3 MG Delayed Release Oral Capsule,49884-0501-01
2806.jpg, OVAL, WHITE,Minocycline 100 MG Oral Tablet,49884-0513-03
2807.jpg, ROUND, YELLOW,Digoxin 0.125 MG Oral Tablet,49884-0514-10
2808.jpg, ROUND, BROWN,Ranitidine 150 MG Oral Tablet,49884-0544-01
2809.jpg, OVAL, BROWN,Ranitidine 300 MG Oral Tablet,49884-0545-01
2810.jpg, ROUND, WHITE,24 HR lamotrigine 50 MG Extended Release Oral Tablet,49884-0562-11
2811.jpg, ROUND, BROWN,24 HR lamotrigine 100 MG Extended Release Oral Tablet,49884-0563-11
2812.jpg, ROUND, YELLOW,24 HR lamotrigine 200 MG Extended Release Oral Tablet,49884-0564-11
2813.jpg, OVAL, WHITE,Amlodipine 5 MG / valsartan 160 MG Oral Tablet,49884-0574-11
2814.jpg, OVAL, WHITE,Amlodipine 5 MG / valsartan 320 MG Oral Tablet,49884-0576-11
2815.jpg, OVAL, WHITE,Amlodipine 10 MG / valsartan 320 MG Oral Tablet,49884-0577-11
2816.jpg, ROUND, WHITE,Methimazole 5 MG Oral Tablet,49884-0640-01
2817.jpg, ROUND, WHITE,Methimazole 10 MG Oral Tablet,49884-0641-01
2818.jpg, ROUND, WHITE,-,49884-0652-01
2819.jpg, ROUND, WHITE,-,49884-0653-01
2820.jpg, ROUND, WHITE,candesartan cilexetil 4 MG Oral Tablet,49884-0658-09
2821.jpg, ROUND, PINK,candesartan cilexetil 16 MG Oral Tablet,49884-0660-09
2822.jpg, ROUND, PINK,candesartan cilexetil 32 MG Oral Tablet,49884-0661-09
2823.jpg, ROUND, WHITE,Metoclopramide 10 MG Oral Tablet,49884-0685-05
2824.jpg, ROUND, WHITE,Clomiphene Citrate 50 MG Oral Tablet,49884-0701-55
2825.jpg, CAPSULE," GREEN, PINK",hydroxyurea 500 MG Oral Capsule,49884-0724-01
2826.jpg, OVAL, WHITE,buspirone hydrochloride 7.5 MG Oral Tablet,49884-0725-01
2827.jpg, CAPSULE," WHITE, WHITE",Doxycycline Monohydrate 50 MG Oral Capsule,49884-0726-01
2828.jpg, CAPSULE," BROWN, WHITE",Doxycycline Monohydrate 100 MG Oral Capsule,49884-0727-03
2829.jpg, OVAL, WHITE,Fluoxetine 10 MG Oral Tablet,49884-0734-11
2830.jpg, OVAL, WHITE,Fluoxetine 20 MG Oral Tablet,49884-0735-11
2831.jpg, OVAL, WHITE,Ibuprofen 800 MG Oral Tablet,49884-0779-01
2832.jpg, ROUND, WHITE,24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet,49884-0821-11
2833.jpg, ROUND, WHITE,24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet,49884-0822-11
2834.jpg, OVAL, WHITE,24 HR metoprolol succinate 25 MG Extended Release Oral Tablet,49884-0825-10
2835.jpg, ROUND, WHITE,24 HR metoprolol succinate 50 MG Extended Release Oral Tablet,49884-0826-10
2836.jpg, ROUND, WHITE,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet,49884-0827-10
2837.jpg, CAPSULE, GRAY,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule,49884-0829-05
2838.jpg, CAPSULE," GREEN, BLUE",24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule,49884-0830-09
2839.jpg, CAPSULE, GREEN,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule,49884-0831-05
2840.jpg, CAPSULE," GREEN, GRAY",24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule,49884-0832-11
2841.jpg, DIAMOND, YELLOW,mercaptopurine 50 MG Oral Tablet,49884-0922-02
2842.jpg, OVAL, ORANGE,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,49884-0946-01
2843.jpg, OVAL, WHITE,Fluoxetine 60 MG Oral Tablet,49909-0005-30
2844.jpg, ROUND, WHITE,Dapsone 100 MG Oral Tablet,49938-0101-30
2845.jpg, ROUND, WHITE,Dapsone 25 MG Oral Tablet,49938-0102-01
2846.jpg, ROUND, WHITE,Hydroxyzine Hydrochloride 10 MG Oral Tablet,50111-0307-01
2847.jpg, ROUND, WHITE,Hydroxyzine Hydrochloride 25 MG Oral Tablet,50111-0308-01
2848.jpg, ROUND, WHITE,Hydroxyzine Hydrochloride 50 MG Oral Tablet,50111-0309-01
2849.jpg, ROUND, WHITE,Bethanechol Chloride 5 MG Oral Tablet,50111-0323-01
2850.jpg, ROUND, WHITE,Bethanechol Chloride 10 MG Oral Tablet,50111-0324-01
2851.jpg, ROUND, YELLOW,Bethanechol Chloride 25 MG Oral Tablet,50111-0325-01
2852.jpg, ROUND, YELLOW,Bethanechol Chloride 50 MG Oral Tablet,50111-0326-01
2853.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 25 MG Oral Tablet,50111-0327-01
2854.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 50 MG Oral Tablet,50111-0328-01
2855.jpg, ROUND, WHITE,Metronidazole 250 MG Oral Tablet,50111-0333-01
2856.jpg, OVAL, WHITE,Metronidazole 500 MG Oral Tablet,50111-0334-01
2857.jpg, ROUND, WHITE,benztropine mesylate 0.5 MG Oral Tablet,50111-0393-01
2858.jpg, ROUND, WHITE,benztropine mesylate 2 MG Oral Tablet,50111-0395-01
2859.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 100 MG Oral Tablet,50111-0397-01
2860.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 10 MG Oral Tablet,50111-0398-01
2861.jpg, ROUND, WHITE,Metoclopramide 10 MG Oral Tablet,50111-0430-01
2862.jpg, ROUND, WHITE,Trazodone Hydrochloride 50 MG Oral Tablet,50111-0433-01
2863.jpg, ROUND, WHITE,Trazodone Hydrochloride 100 MG Oral Tablet,50111-0434-01
2864.jpg, TRAPEZOID, WHITE,Trazodone Hydrochloride 150 MG Oral Tablet,50111-0441-02
2865.jpg, ROUND, BLUE,Oxybutynin chloride 5 MG Oral Tablet,50111-0456-01
2866.jpg, OVAL, WHITE,Theophylline 300 MG Extended Release Oral Tablet,50111-0459-01
2867.jpg, ROUND, ORANGE,Propranolol Hydrochloride 10 MG Oral Tablet,50111-0467-01
2868.jpg, ROUND, BLUE,Propranolol Hydrochloride 20 MG Oral Tablet,50111-0468-01
2869.jpg, ROUND, GREEN,Propranolol Hydrochloride 40 MG Oral Tablet,50111-0469-01
2870.jpg, ROUND, PINK,Propranolol Hydrochloride 60 MG Oral Tablet,50111-0470-01
2871.jpg, ROUND, YELLOW,Propranolol Hydrochloride 80 MG Oral Tablet,50111-0471-01
2872.jpg, OVAL, WHITE,Theophylline 200 MG Extended Release Oral Tablet,50111-0482-01
2873.jpg, ROUND, WHITE,Theophylline 100 MG Extended Release Oral Tablet,50111-0483-01
2874.jpg, OVAL, WHITE,Theophylline 450 MG Extended Release Oral Tablet,50111-0518-01
2875.jpg, ROUND, YELLOW,Cyclobenzaprine hydrochloride 10 MG Oral Tablet,50111-0563-01
2876.jpg, CAPSULE," WHITE, GREEN",Fluoxetine 10 MG Oral Capsule,50111-0647-01
2877.jpg, CAPSULE," WHITE, GREEN",Fluoxetine 20 MG Oral Capsule,50111-0648-01
2878.jpg, OVAL, WHITE,{6 (Azithromycin 250 MG Oral Tablet) } Pack,50111-0787-66
2879.jpg, OVAL, BLUE,{3 (Azithromycin 500 MG Oral Tablet) } Pack,50111-0788-55
2880.jpg, OVAL, YELLOW,benzonatate 100 MG Oral Capsule,50111-0851-01
2881.jpg, OVAL, WHITE,Valproic Acid 250 MG Oral Capsule,50111-0852-01
2882.jpg, CAPSULE," GREEN, BLACK",Metronidazole 375 MG Oral Capsule,50111-0884-05
2883.jpg, OVAL, ORANGE,Ethosuximide 250 MG Oral Capsule,50111-0901-01
2884.jpg, ROUND, WHITE,torsemide 5 MG Oral Tablet,50111-0915-01
2885.jpg, ROUND, WHITE,torsemide 10 MG Oral Tablet,50111-0916-01
2886.jpg, ROUND, WHITE,torsemide 20 MG Oral Tablet,50111-0917-01
2887.jpg, OVAL, WHITE,torsemide 100 MG Oral Tablet,50111-0918-01
2888.jpg, OVAL, GREEN,Ergocalciferol 50000 UNT Oral Capsule,50111-0990-01
2889.jpg, OVAL, TURQUOISE,"Estrogens, Esterified (USP) 0.625 MG / Methyltestosterone 1.25 MG Oral Tablet",50220-0001-01
2890.jpg, ROUND, WHITE,Levocarnitine 330 MG Oral Tablet,50383-0172-90
2891.jpg, ROUND, WHITE,Neomycin Sulfate 500 MG Oral Tablet,50383-0565-10
2892.jpg, OVAL, BLUE,Sotalol Hydrochloride 80 MG Oral Tablet [Betapace],50419-0105-10
2893.jpg, OVAL, BLUE,Sotalol Hydrochloride 160 MG Oral Tablet [Betapace],50419-0106-10
2894.jpg, OVAL, BLUE,Sotalol Hydrochloride 120 MG Oral Tablet [Betapace],50419-0109-10
2895.jpg, OVAL, WHITE,Sotalol Hydrochloride 80 MG Oral Tablet [Betapace],50419-0115-06
2896.jpg, OVAL, WHITE,Sotalol Hydrochloride 160 MG Oral Tablet [Betapace],50419-0116-06
2897.jpg, OVAL, WHITE,Sotalol Hydrochloride 120 MG Oral Tablet [Betapace],50419-0119-06
2898.jpg, ROUND, YELLOW,{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Yasmin 28 Day],50419-0402-01
2899.jpg, ROUND, WHITE,{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Yasmin 28 Day],50419-0402-01
2900.jpg, ROUND, ORANGE,{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG / levomefolate calcium 0.451 MG Oral Tablet) / 7 (levomefolate calcium 0.451 MG Oral Tablet) } Pack [Safyral 28 Day],50419-0403-01
2901.jpg, ROUND, ORANGE,{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG / levomefolate calcium 0.451 MG Oral Tablet) / 7 (levomefolate calcium 0.451 MG Oral Tablet) } Pack [Safyral 28 Day],50419-0403-01
2902.jpg, ROUND, PINK,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 4 (Inert Ingredients 1 MG Oral Tablet) } Pack [Yaz 28 Day],50419-0405-01
2903.jpg, ROUND, WHITE,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG Oral Tablet) / 4 (Inert Ingredients 1 MG Oral Tablet) } Pack [Yaz 28 Day],50419-0405-01
2904.jpg, ROUND, PINK,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG / levomefolate calcium 0.451 MG Oral Tablet) / 4 (levomefolate calcium 0.451 MG Oral Tablet) } Pack [Beyaz 28 Day],50419-0407-01
2905.jpg, ROUND, ORANGE,{24 (drospirenone 3 MG / Ethinyl Estradiol 0.02 MG / levomefolate calcium 0.451 MG Oral Tablet) / 4 (levomefolate calcium 0.451 MG Oral Tablet) } Pack [Beyaz 28 Day],50419-0407-01
2906.jpg, ROUND, YELLOW,{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Natazia 28 Day],50419-0409-01
2907.jpg, ROUND, RED,{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Natazia 28 Day],50419-0409-01
2908.jpg, ROUND, YELLOW,{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Natazia 28 Day],50419-0409-01
2909.jpg, ROUND, RED,{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Natazia 28 Day],50419-0409-01
2910.jpg, ROUND, WHITE,{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (Inert Ingredients 1 MG Oral Tablet) } Pack [Natazia 28 Day],50419-0409-01
2911.jpg, ROUND, RED,sorafenib 200 MG Oral Tablet [Nexavar],50419-0488-58
2912.jpg, ROUND, PINK,24 HR Nifedipine 30 MG Extended Release Oral Tablet [Adalat],50419-0701-05
2913.jpg, ROUND, RED,24 HR Nifedipine 60 MG Extended Release Oral Tablet [Adalat],50419-0702-05
2914.jpg, CAPSULE, WHITE,Pentosan Polysulfate 100 MG Oral Capsule [Elmiron],50458-0098-01
2915.jpg, OVAL, YELLOW,canagliflozin 100 MG Oral Tablet [Invokana],50458-0140-90
2916.jpg, OVAL, WHITE,canagliflozin 300 MG Oral Tablet [Invokana],50458-0141-30
2917.jpg, ROUND, WHITE,{7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen 28 Day],50458-0191-00
2918.jpg, ROUND, BLUE,{7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen 28 Day],50458-0191-00
2919.jpg, ROUND, BLUE,{7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen 28 Day],50458-0191-00
2920.jpg, ROUND, GREEN,{7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen 28 Day],50458-0191-00
2921.jpg, ROUND, BLUE,{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Cyclen 28 Day],50458-0197-00
2922.jpg, ROUND, GREEN,{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Cyclen 28 Day],50458-0197-00
2923.jpg, ROUND, WHITE,{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen Lo 28 Day],50458-0251-00
2924.jpg, ROUND, BLUE,{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen Lo 28 Day],50458-0251-00
2925.jpg, ROUND, BLUE,{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen Lo 28 Day],50458-0251-00
2926.jpg, ROUND, GREEN,{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen Lo 28 Day],50458-0251-00
2927.jpg, OVAL, WHITE,Risperidone 1 MG Oral Tablet [Risperdal],50458-0300-06
2928.jpg, OVAL, WHITE,24 HR paliperidone 3 MG Extended Release Oral Tablet [Invega],50458-0550-01
2929.jpg, OVAL, BROWN,24 HR paliperidone 6 MG Extended Release Oral Tablet [Invega],50458-0551-01
2930.jpg, OVAL, PINK,24 HR paliperidone 9 MG Extended Release Oral Tablet [Invega],50458-0552-01
2931.jpg, OVAL, ORANGE,24 HR paliperidone 1.5 MG Extended Release Oral Tablet [Invega],50458-0554-01
2932.jpg, ROUND, RED,rivaroxaban 15 MG Oral Tablet [Xarelto],50458-0578-30
2933.jpg, TRIANGLE, RED,rivaroxaban 20 MG Oral Tablet [Xarelto],50458-0579-30
2934.jpg, ROUND, RED,rivaroxaban 10 MG Oral Tablet [Xarelto],50458-0580-30
2935.jpg, OVAL, WHITE,Risperidone 1 MG Oral Tablet,50458-0592-60
2936.jpg, OVAL, ORANGE,Risperidone 2 MG Oral Tablet,50458-0593-60
2937.jpg, ROUND, YELLOW,topiramate 50 MG Oral Tablet [Topamax],50458-0640-65
2938.jpg, CAPSULE, WHITE,topiramate 15 MG Oral Capsule [Topamax],50458-0647-65
2939.jpg, OVAL, YELLOW,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet [Ultracet],50458-0650-60
2940.jpg, OVAL, PINK,Levofloxacin 250 MG Oral Tablet [Levaquin],50458-0920-50
2941.jpg, OVAL, ORANGE,Levofloxacin 500 MG Oral Tablet [Levaquin],50458-0925-50
2942.jpg, OVAL, WHITE,Levofloxacin 750 MG Oral Tablet [Levaquin],50458-0930-20
2943.jpg, CAPSULE," RED, WHITE",Theophylline 200 MG Extended Release Oral Capsule [Theo-24],50474-0200-01
2944.jpg, CAPSULE," PINK, WHITE",Theophylline 400 MG Extended Release Oral Capsule [Theo-24],50474-0400-01
2945.jpg, OVAL, YELLOW,Levetiracetam 500 MG Oral Tablet [Keppra],50474-0595-40
2946.jpg, OVAL, ORANGE,Levetiracetam 750 MG Oral Tablet [Keppra],50474-0596-40
2947.jpg, OVAL, WHITE,24 HR Levetiracetam 500 MG Extended Release Oral Tablet [Keppra],50474-0598-66
2948.jpg, OVAL, WHITE,levocetirizine dihydrochloride 5 MG Oral Tablet [Xyzal],50474-0920-90
2949.jpg, ROUND, BLUE,Hyoscyamine Sulfate 0.125 MG Oral Tablet,50532-0112-10
2950.jpg, OVAL, WHITE,12 HR Hyoscyamine Sulfate 0.375 MG Extended Release Oral Tablet,50532-0115-10
2951.jpg, ROUND, WHITE,Acetaminophen 325 MG Oral Tablet [Tylenol],50580-0496-60
2952.jpg, ROUND, RED,Pseudoephedrine Hydrochloride 30 MG Oral Tablet,50844-0112-22
2953.jpg, ROUND, WHITE,Aspirin 325 MG Oral Tablet,50844-0157-12
2954.jpg, OVAL, WHITE,Acetaminophen 500 MG Oral Tablet,50844-0175-10
2955.jpg, ROUND, PINK,Acetaminophen 80 MG Chewable Tablet,50844-0185-08
2956.jpg, OVAL, BLUE,Acetaminophen 500 MG / Diphenhydramine Hydrochloride 25 MG Oral Tablet,50844-0235-15
2957.jpg, ROUND, WHITE,Aspirin 325 MG Oral Tablet,50844-0249-33
2958.jpg, ROUND, RED,Ibuprofen 200 MG Oral Tablet,50844-0291-08
2959.jpg, OVAL, TURQUOISE,Diphenhydramine Hydrochloride 50 MG Oral Capsule,50844-0293-19
2960.jpg, OVAL, PINK,Diphenhydramine Hydrochloride 25 MG Oral Tablet,50844-0329-07
2961.jpg, OVAL, GREEN,Loperamide Hydrochloride 2 MG Oral Tablet,50844-0375-02
2962.jpg, OVAL, WHITE,Acetaminophen 500 MG / Caffeine 60 MG / Pyrilamine Maleate 15 MG Oral Tablet,50844-0390-19
2963.jpg, ROUND, RED,Chlorpheniramine Maleate 4 MG / Dextromethorphan Hydrobromide 30 MG Oral Tablet,50844-0411-21
2964.jpg, OVAL, RED,Acetaminophen 500 MG / Caffeine 65 MG Oral Tablet,50844-0428-08
2965.jpg, ROUND, RED,Phenylephrine Hydrochloride 10 MG Oral Tablet,50844-0453-44
2966.jpg, OVAL, GREEN,Acetaminophen 325 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet,50844-0466-02
2967.jpg, CAPSULE," RED, BLUE",Acetaminophen 500 MG Oral Tablet,50844-0519-02
2968.jpg, OVAL, WHITE,{6 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 6 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack,50844-0529-02
2969.jpg, OVAL, BLUE,{6 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 6 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack,50844-0529-02
2970.jpg, OVAL, TURQUOISE,Guaifenesin 200 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet,50844-0548-08
2971.jpg, ROUND, YELLOW,Aspirin 81 MG Oral Tablet,50844-0600-01
2972.jpg, OVAL, BLUE,Diphenhydramine Hydrochloride 25 MG / Ibuprofen 200 MG Oral Capsule,50844-0611-19
2973.jpg, ROUND, ORANGE,Hydralazine Hydrochloride 25 MG Oral Tablet,51079-0075-20
2974.jpg, CAPSULE," YELLOW, RED",Hydroxyzine Pamoate 25 MG Oral Capsule,51079-0077-20
2975.jpg, CAPSULE," YELLOW, RED",Hydroxyzine Pamoate 50 MG Oral Capsule,51079-0078-20
2976.jpg, ROUND, WHITE,Spironolactone 25 MG Oral Tablet,51079-0103-20
2977.jpg, CAPSULE, TURQUOISE,Dicyclomine Hydrochloride 10 MG Oral Capsule,51079-0118-20
2978.jpg, ROUND, BLUE,Dicyclomine Hydrochloride 20 MG Oral Tablet,51079-0119-20
2979.jpg, OVAL, WHITE,Metronidazole 500 MG Oral Tablet,51079-0126-20
2980.jpg, ROUND, WHITE,Amitriptyline Hydrochloride 10 MG Oral Tablet,51079-0131-20
2981.jpg, ROUND, BROWN,Amitriptyline Hydrochloride 50 MG Oral Tablet,51079-0133-20
2982.jpg, ROUND, WHITE,Benazepril hydrochloride 10 MG Oral Tablet,51079-0145-20
2983.jpg, ROUND, BLUE,Amitriptyline Hydrochloride 75 MG Oral Tablet,51079-0147-20
2984.jpg, CAPSULE, GREEN,Indomethacin 25 MG Oral Capsule,51079-0190-19
2985.jpg, ROUND, BLUE,Propranolol Hydrochloride 20 MG Oral Tablet,51079-0278-20
2986.jpg, ROUND, GREEN,Propranolol Hydrochloride 40 MG Oral Tablet,51079-0279-20
2987.jpg, ROUND, WHITE,Clonidine Hydrochloride 0.1 MG Oral Tablet,51079-0299-20
2988.jpg, CAPSULE, WHITE,Doxepin Hydrochloride 10 MG Oral Capsule,51079-0436-20
2989.jpg, CAPSULE, YELLOW,Doxepin Hydrochloride 50 MG Oral Capsule,51079-0438-20
2990.jpg, TRIANGLE, ORANGE,Fluphenazine Hydrochloride 10 MG Oral Tablet,51079-0488-20
2991.jpg, ROUND, RED,Prochlorperazine 5 MG Oral Tablet,51079-0541-20
2992.jpg, ROUND, ORANGE,Amitriptyline Hydrochloride 100 MG Oral Tablet,51079-0563-20
2993.jpg, CAPSULE, BROWN,"NITROFURANTOIN, MACROCRYSTALS 50 MG Oral Capsule",51079-0584-20
2994.jpg, CAPSULE, GRAY,"NITROFURANTOIN, MACROCRYSTALS 100 MG Oral Capsule",51079-0585-20
2995.jpg, ROUND, YELLOW,Azathioprine 50 MG Oral Tablet,51079-0620-06
2996.jpg, ROUND, WHITE,Metoclopramide 5 MG Oral Tablet,51079-0629-20
2997.jpg, OVAL, WHITE,Clarithromycin 500 MG Oral Tablet,51079-0673-06
2998.jpg, ROUND, WHITE,Atenolol 50 MG Oral Tablet,51079-0684-20
2999.jpg, ROUND, WHITE,Atenolol 100 MG Oral Tablet,51079-0685-20
3000.jpg, CAPSULE," GREEN, GREEN",Piroxicam 10 MG Oral Capsule,51079-0742-20
3001.jpg, ROUND, WHITE,Atenolol 25 MG Oral Tablet,51079-0759-20
3002.jpg, OVAL, WHITE,Naproxen 500 MG Oral Tablet,51079-0795-20
3003.jpg, ROUND, WHITE,Glipizide 5 MG Oral Tablet,51079-0810-20
3004.jpg, ROUND, WHITE,Glipizide 10 MG Oral Tablet,51079-0811-20
3005.jpg, ROUND, YELLOW,Nadolol 20 MG Oral Tablet,51079-0812-20
3006.jpg, ROUND, YELLOW,Nadolol 40 MG Oral Tablet,51079-0813-20
